わんりょく	腕力
かんばい	寒梅
がんば	頑張
かんぱ	寒波
かんぱ	カンパ
かんば	悍馬
かんのん	観音
かんのう	感応
かんのう	官能
かんのう	完納
がんねん	元年
かんねん	観念
かんぬし	神主
かんにん	堪忍
かんにゅう	貫入
かんなづき	神無月
かんない	館内
かんない	艦内
かんない	管内
かんな	鉋
かんとく	監督
かんどうみゃく	冠動脈
かんどうし	感動詞
かんどう	感動
かんどう	勘当
かんとう	敢闘
かんとう	巻頭
かんど	感度
かんでんち	乾電池
かんでん	感電
かんてん	観点
かんてつ	貫徹
かんてい	鑑定
かんてい	艦艇
かんてい	官邸
かんづめ	缶詰
かんつう	貫通
かんづ	感付
かんづ	感づ
かんづ	勘付
かんづ	勘づ
かんちょう	浣腸
かんちょう	館長
かんちょう	間諜
かんちょう	艦長
かんちょう	管長
かんちょう	干潮
かんちょう	官庁
がんちゅう	眼中
かんちゅう	寒中
がんちく	含蓄
かんちがい	勘違い
かんち	関知
かんち	感知
がんたん	元旦
かんだん	間断
かんだん	歓談
かんだん	寒暖
かんたん	簡単
かんたん	感嘆
かんたく	干拓
かんだい	寛大
かんたい	艦隊
かんたい	歓待
かんたい	寒帯
かんそん	寒村
かんそく	観測
かんぞう	肝臓
かんそう	歓送
かんそう	感想
かんそう	完走
かんそう	乾燥
がんそ	元祖
かんそ	簡素
かんぜん	敢然
かんぜん	完全
かんせん	観戦
かんせん	艦船
かんせん	汗腺
かんせん	感染
かんせん	幹線
かんせつ	関節
かんせつ	間接
がんせき	岩石
かんぜい	関税
かんせい	閑静
かんせい	管制
かんせい	歓声
かんせい	慣性
かんせい	感性
かんせい	官製
かんせい	完成
かんせい	喚声
かんせい	乾性
かんすう	関数
かんすい	灌水
かんすい	潅水
かんすい	完遂
かんすい	冠水
かんしんじ	関心事
かんじん	肝腎
かんじん	肝心
かんしん	関心
かんしん	歓心
かんしん	感心
がんしょく	顔色
かんしょく	閑職
かんしょく	間食
かんしょく	感触
かんしょうてき	感傷的
がんじょう	頑丈
がんしょう	岩礁
かんじょう	環状
かんじょう	感情
かんじょう	勘定
かんしょう	鑑賞
かんしょう	観賞
かんしょう	緩衝
かんしょう	環礁
かんしょう	感傷
かんしょう	干渉
がんしょ	願書
かんじょ	寛恕
かんじょ	官女
かんしょ	甘薯
かんじゅせい	感受性
かんじゅく	完熟
がんしゅう	含羞
かんしゅう	観衆
かんしゅう	監修
かんしゅう	慣習
かんじゅ	甘受
かんしゅ	看守
かんしゅ	看取
かんしゃくだま	癇癪玉
かんしゃくだま	かんしゃく玉
かんじゃく	閑寂
かんしゃく	癇癪
かんじゃ	患者
かんしゃ	感謝
かんしゃ	官舎
かんじと	感じと
かんして	関して
がんじつ	元日
かんしつ	乾湿
かんしき	鑑識
かんしき	乾式
かんじ	監事
かんじ	漢字
かんじ	換字
かんじ	感じ
かんじ	幹事
かんし	監視
かんざん	換算
かんさん	閑散
かんさん	換算
かんさつ	鑑札
かんさつ	観察
かんさつ	監察
がんさく	贋作
かんざい	管財
かんさい	簡裁
かんさい	完済
かんさ	鑑査
かんさ	監査
かんこんそうさい	冠婚葬祭
かんごふ	看護婦
かんこどり	閑古鳥
かんこつだったい	換骨奪胎
かんごく	監獄
かんこく	勧告
かんこうれい	箝口令
かんこうへん	肝硬変
かんこうちょう	官公庁
がんこうしゅてい	眼高手低
かんこうきゃく	観光客
がんこう	眼光
かんこう	観光
かんこう	緩行
かんこう	敢行
かんこう	慣行
かんこう	感光
かんこう	完工
かんこう	刊行
がんこ	頑固
かんご	看護
かんこ	歓呼
かんげんがく	管弦楽
がんけん	頑健
かんげん	還元
かんげん	諌言
かんげん	甘言
かんげん	換言
かんけつ	間欠
かんけつ	簡潔
かんけつ	完結
かんげき	間隙
かんげき	観劇
かんげき	感激
かんけいな	関係な
かんげい	歓迎
かんけい	関係
かんぐん	官軍
がんぐ	玩具
かんぐ	勘繰
かんぐ	勘ぐ
かんく	管区
がんきん	元金
かんきん	監禁
かんきん	換金
がんきょう	頑強
がんきょう	眼鏡
かんぎょう	官業
かんぎょう	勧業
かんきょう	環境
かんきょう	感興
かんきょ	閑居
かんきょ	官許
かんぎゅうじゅうとう	汗牛充棟
がんきゅう	眼球
かんきゅう	緩急
かんきゃく	観客
かんきつ	柑橘
かんきせん	換気扇
かんき	歓喜
かんき	換気
かんき	喚起
かんき	寒気
かんき	乾期
かんがみ	鑑み
かんかつ	管轄
かんがく	官学
かんかく	間隔
かんかく	感覚
かんがえぬ	考え抜
かんがえなお	考え直
かんがえつめ	考え詰め
かんがえつ	考え付
かんがえだ	考え出
かんがえこ	考え込
かんがえかた	考え方
かんがえ	考え
がんかい	眼科医
かんがい	感慨
かんがい	干害
かんがい	寒害
かんかい	寛解
かんかい	官界
がんか	眼科
がんか	眼下
かんか	看過
かんか	感化
かんおけ	棺桶
がんえん	岩塩
かんえん	肝炎
かんいん	館員
かんいん	姦淫
かんいっぱつ	間一髪
がんい	含意
かんい	簡易
かんあん	勘案
がん	願
がん	雁
がん	癌
かん	癇
かん	甲
かん	館
かん	関
かん	間
かん	観
かん	艦
かん	缶
かん	管
かん	棺
かん	感
かん	完
かん	姦
かん	勘
かん	寒
かん	冠
かわり	変わり
かわら	川原
かわら	瓦
かわら	河原
かわや	厠
かわばた	川端
かわぞこ	川底
かわせ	為替
かわず	蛙
かわしも	川下
かわざんよう	皮算用
かわぐつ	革靴
かわぐち	川口
かわぐち	河口
かわかみ	川上
かわか	乾か
かわいそう	可哀相
かわいそう	可哀想
かわい	可愛
がわ	側
かわ	変わ
かわ	変
かわ	皮
かわ	代わ
かわ	代
かわ	替わ
かわ	替
かわ	側
かわ	川
かわ	交わ
かわ	換わ
かわ	乾
かわ	渇
かわ	革
かわ	河
かろやか	軽やか
がろう	画廊
かれん	可憐
かれら	彼等
かれら	彼ら
かれは	枯葉
かれは	枯れ葉
かれつ	苛烈
かれし	彼氏
がれき	瓦礫
かれき	枯木
かれい	鰈
かれい	鰔
かれい	華麗
かれ	涸れ
かれ	彼
かれ	枯れ
かるわざ	軽業
かるはずみ	軽はずみ
かるがるし	軽々し
かるがる	軽々
かる	軽
かりょく	火力
がりょうてんせい	画龍点睛
がりょうてんせい	画竜点睛
かりょう	科料
かりょう	加療
がりゅう	我流
かりゅう	下流
かりめんきょ	仮免許
かりばらいきん	仮払金
かりばらい	仮払い
かりばらい	仮払
かりぬい	仮縫い
かりと	刈り取
かりて	借り手
かりちょういん	仮調印
かりたて	駆り立て
かりだ	駆り出
かりずまい	仮住い
かりしょぶん	仮処分
かりしゃくほう	仮釈放
かりこ	借り越
かりこ	刈り込
かりき	借り切
かりかた	借方
かりうけ	借り受け
かりいれきん	借入金
かりいれ	借入れ
かりいれ	借り入れ
かりいれ	刈り入れ
かりあつめ	かり集め
かりあげ	借り上げ
かりあげ	刈り上げ
かり	猟
かり	狩り
かり	狩
かり	借り
かり	雁
かり	仮
がらんどう	伽藍堂
がらん	伽藍
からめ	絡め
からみつ	絡み付
からみあ	絡み合
からみ	空身
からまわり	空回り
からま	絡ま
からぶり	空振り
からて	空手
からっぽ	空っぽ
からっかぜ	からっ風
からたけわり	幹竹割り
からだ	体
からだ	身体
からだ	躯
がらす	硝子
からす	鴉
からす	烏
からし	芥子
からくち	辛口
からかみ	唐紙
からかさ	傘
がら	柄
から	絡
から	辛
から	枯ら
から	空
から	殻
がよく	我欲
かようび	火曜日
かようせい	可溶性
がようし	画用紙
かようきょく	歌謡曲
かよう	火曜
かよう	歌謡
かよ	通
かゆ	痒
かゆ	粥
かやく	火薬
かや	榧
かや	萱
かや	茅
かや	蚊帳
かもん	家紋
かもめ	鴎
かもつせん	貨物船
かもつ	貨物
かもしだ	醸し出
かもく	課目
かもく	科目
かもく	寡黙
かもい	鴨居
かも	醸
かも	鴨
がめん	画面
かめん	仮面
かめい	家名
かめい	加盟
かめい	仮名
かめ	瓶
かめ	亀
かみん	夏眠
かみん	仮眠
かみよ	神代
かみよ	神世
かみや	紙屋
かみはんき	上半期
かみなり	雷
かみて	上手
かみつ	過密
かみだのみ	神頼み
かみだな	神棚
かみそり	剃刀
かみしめ	噛みしめ
かみさま	神様
かみざ	上座
かみくだ	噛み砕
かみき	上期
かみがた	髪型
かみがた	上方
がみ	紙
かみ	髪
かみ	神
かみ	上
かみ	守
かみ	紙
かみ	加味
がまん	我慢
かまもと	窯元
かまめし	釜飯
かまぼこ	蒲鉾
かまち	框
かます	梭子魚
かます	梭魚
がまぐち	がま口
がまがえる	蝦蟇
かまえ	構え
がま	蒲
がま	蝦蟇
かま	窯
かま	構
かま	鎌
かま	釜
かま	竃
かほご	過保護
かほう	家宝
かへんちょう	可変長
かべん	花弁
かへん	可変
がべい	画餅
かへい	貨幣
かべ	壁
かふんしょう	花粉症
かぶん	過分
かぶん	寡聞
かふん	花粉
かぶら	蕪
かぶら	鏑
かふばん	可付番
かぶぬし	株主
かぶと	甲
かぶと	兜
かふちょうせい	家父長制
かふそく	過不足
かぶしきがいしゃ	株式会社
かぶしき	株式
かぶけん	株券
かぶき	歌舞伎
かぶか	株価
かふう	家風
かぶ	蕪
かぶ	被
かぶ	株
かぶ	下部
かふ	寡婦
かふ	下付
かびん	過敏
かびん	花瓶
かひょう	下表
かひつ	加筆
かび	黴
かび	華美
かひ	可否
かはんすう	過半数
かはんしん	下半身
がばん	画板
かばん	鞄
かはん	過半
かばやき	蒲焼き
かばね	姓
かばね	屍
かばしら	蚊柱
がはく	画伯
かば	庇
かば	蒲
かば	樺
かのと	辛
かのじょ	彼女
かのえ	庚
かのうせい	可能性
かのう	可能
かのう	化膿
かねもち	金持ち
かねもうけ	金儲け
かねまわり	金回り
かねづかい	金遣い
かねつ	過熱
かねつ	加熱
かねそなえ	兼ね備え
かねじゃく	曲尺
かねあい	兼ね合い
かね	鐘
かね	兼ね
かね	金
かにゅう	加入
かにく	果肉
かに	蟹
かならずや	必ずや
かならずしも	必ずしも
かならず	必ず
かなもの	金物
かなめ	要
かなで	奏で
かなづち	金槌
かなた	彼方
かなし	悲し
かなし	哀し
かなぐ	金具
かながき	仮名書き
かながき	カナ書き
かなえ	鼎
かない	課内
かない	家内
かなあみ	金網
かな	適
かな	敵
かな	叶
かな	仮名
かとり	蚊取り
かどまつ	門松
かどで	門出
かどち	角地
かどぐち	門口
かどくせい	可読性
かどく	可読
かとく	家督
かとき	過渡期
かどう	華道
かどう	稼働
かとう	過当
かとう	果糖
かとう	加糖
かとう	下等
かど	門
かど	角
かど	過度
かと	過渡
かでん	荷電
かでん	家電
かでん	家伝
かでん	瓜田
かててくわえて	かてて加えて
かていきょうし	家庭教師
かていか	家庭科
かてい	過程
かてい	課程
かてい	家庭
かてい	仮定
かて	糧
かつろ	活路
かつりょく	活力
かつら	桂
かつよう	活用
かつやく	活躍
かっぽうぎ	割烹着
かっぽう	割烹
かつぼう	渇望
がっぺい	合併
かつぶし	鰹節
かっぷく	恰幅
かっぷく	割腹
かっぷ	割賦
がっぴつ	合筆
かっぱん	活版
かっぱつ	活発
かっぱ	合羽
かっぱ	喝破
かっぱ	河童
かつどん	カツ丼
かっとば	かっ飛ば
かつどう	活動
かっとう	葛藤
がっと	ガット
かっと	カット
かって	勝手
がっち	合致
かったつ	闊達
がったい	合体
かっそうろ	滑走路
がっそう	合奏
かっそう	滑走
かっせん	合戦
かつぜつ	滑舌
かっせい	活性
かっすい	渇水
かっしょく	褐色
がっしょうれんこう	合従連衡
がっしょう	合掌
がっしょう	合唱
かつじょう	割譲
がっしゅく	合宿
がっしゅうこく	合衆国
がっしゅうこく	合州国
かっしゃ	滑車
かつじ	活字
がっさん	合算
がっさく	合作
がっさい	合財
かっさい	喝采
かっこく	各国
かっこうほう	滑腔砲
がっこう	学校
かっこう	滑降
かっこう	恰好
かっこう	郭公
かっこう	格好
かっこ	括弧
かっこ	確固
かっこ	各個
かっこ	カッコ
かっけつ	喀血
かっくう	滑空
がっく	楽句
がっく	学区
かっきょく	各局
かっきょう	活況
かっきょ	割拠
がっきゅう	学級
かっきてき	画期的
かつぎこ	かつぎ込
がっき	楽器
がっき	学期
かっき	活気
かっかそうよう	隔靴掻痒
がっかいし	学会誌
がっかい	学界
がっかい	学会
かっかい	各界
かっかい	各回
がっか	学課
がっか	学科
かっか	閣下
かつおぶし	鰹節
かつお	鰹
かつえ	飢え
かつえ	餓え
かつあい	割愛
かつ	担
かつ	且つ
かつ	渇
かつ	活
かっ	渇
かちょうきん	課徴金
がちょう	鵞鳥
かちょう	課長
かちょう	可聴
かちゅう	渦中
かちめ	勝ち目
かちまけ	勝ち負け
かちぼし	勝ち星
かちぬ	勝ち抜
かちと	勝ち取
かちと	かち取
かちすす	勝ち進
かちこし	勝ち越し
かちこ	勝越
かちく	家畜
かちき	勝気
かちかん	価値観
かちあ	かち合
がち	勝ち
かち	価値
かだん	花壇
かだん	歌壇
かたん	荷担
かたん	加担
かたん	下端
かたわら	傍ら
かたりつ	語り継
かたりあ	語り合
かたり	語り
かたら	語ら
かたよ	偏
かたやぶり	型破り
かためん	片面
かため	片目
かため	固め
かため	堅め
かたむ	傾
かたみち	片道
かたみ	片身
かたみ	肩身
かたみ	形見
かたまり	塊
かたま	固ま
かたほう	片方
かたぶつ	堅物
かたばん	型番
かたはば	肩幅
かたはし	片端
かたな	刀
かたとき	片時
かたどおり	型どおり
かたど	模
かたど	象
かたてま	片手間
かたて	片手
かたっぱし	片っ端
かたづけ	片付け
かたづ	片付
かたちづく	形作
かたち	形
かたすみ	片隅
かたず	固唾
かたこり	肩こり
かたこと	片言
かたくるし	堅苦し
かたくりこ	片栗粉
かたくり	片栗
かたくずれ	型くずれ
かたく	家宅
かたく	仮託
かたきうち	敵討ち
かたぎ	堅気
かたぎ	気質
かたがわり	肩代り
かたがわ	片側
かたがみ	型紙
かたかな	片仮名
かたがた	方々
かたがき	肩書
かたおもい	片想い
かたおもい	片思い
かたうで	片腕
かたいれ	肩入れ
がだい	画題
かだい	過大
かだい	課題
かだい	仮題
かたあし	片足
がた	方
がた	型
かた	方
かた	片
かた	難
かた	硬
かた	語
かた	固
かた	肩
かた	堅
かた	形
かた	型
かた	潟
かた	過多
かそくど	加速度
かぞくづれ	家族連れ
かぞく	華族
かぞく	家族
かそく	加速
かぞえ	数え
